asl-lex_weighted_Z,asl-lex_weighted_p
0.22889175335904305,0.1907618476304739
-0.10270488866002005,0.5380923815236952
-0.05681382243711953,0.7506498700259948
0.11115972195850535,0.4767046590681864
-0.10597570096696823,0.4477104579084183
-0.16664128888159804,0.21535692861427713
-0.012919130444842488,0.944011197760448
0.27109880816407567,0.09038192361527694
-0.29858533518281066,0.033193361327734455
-0.06751374783248466,0.6832633473305338
-0.24473818485731652,0.17436512697460507
0.036935814559798164,0.7784443111377725
0.229430905219031,0.1221755648870226
0.17247236249779516,0.2989402119576085
0.04759317637942621,0.7782443511297741
0.007243235623777218,0.9642071585682863
0.036857120627250675,0.8190361927614477
0.16519289395024425,0.20895820835832835
0.48643256955286096,0.006798640271945611
0.19455462741627932,0.22175564887022595
-0.004581615567374833,0.981003799240152
0.6333855237117034,0.0001999600079984003
0.08617490234548604,0.6404719056188762
-0.10692340535347376,0.5040991801639672
0.22639206277663246,0.15036992601479704
0.42839872900952314,0.010997800439912017
0.030403301114316696,0.846630673865227
0.05822110016891759,0.7228554289142172
0.22153810061644016,0.15996800639872025
-0.07568381005119577,0.6182763447310538
0.03847407613635909,0.7856428714257149
-0.0025614724083818886,0.9880023995200959
-0.03456979499375986,0.8100379924015197
0.24339573730184227,0.09298140371925614
-0.17159139800515075,0.3271345730853829
-0.047811510340000314,0.7786442711457708
0.005706295046973319,0.9688062387522496
0.1775741765591633,0.2913417316536693
-0.05138324622363426,0.7436512697460508
-0.14388353382513094,0.3229354129174165
-0.16342595143708927,0.19816036792641473
-0.16540077558780955,0.30033993201359727
0.04431950027108894,0.7824435112977405
0.11330959971777506,0.39472105578884226
-0.04684982441437838,0.760247950409918
-0.14759630386005962,0.13617276544691062
0.032944590187369276,0.8302339532093581
-0.16600471457316954,0.27374525094981006
-0.1513901859350008,0.23155368926214756
-0.2633722160424555,0.07738452309538092
-0.15533722850256823,0.3669266146770646
-0.11915204308179154,0.4929014197160568
-0.13915428938755436,0.3705258948210358
0.08811732051191817,0.4877024595080984
-0.19779088885924256,0.11777644471105779
0.08606674264357199,0.4485102979404119
-0.18955282165792767,0.14597080583883223
-0.19995390777666003,0.16836632673465307
-0.09496185868424184,0.4455108978204359
0.010240148761416207,0.9462107578484303
-0.06180970363873115,0.6504699060187963
-0.024384080497259354,0.8666266746650669
-0.07920286476228214,0.5732853429314138
-0.39970162511444535,0.008198360327934412
-0.3222118279570937,0.023395320935812838
-0.08913430994313735,0.5572885422915417
-0.11778209571850277,0.39332133573285344
-0.37701608951167664,0.011597680463907219
-0.1250523607760236,0.3339332133573285
-0.20931107233516422,0.19456108778244352
-0.13792331072262212,0.4003199360127974
-0.19232481339311513,0.23735252949410118
-0.08513764385443123,0.6076784643071386
-0.07962147746822804,0.5674865026994601
-0.10385068770349054,0.48890221955608876
-0.1691482461254094,0.264747050589882
-0.06620769664468777,0.6650669866026795
-0.06450207418081677,0.6520695860827834
-0.06616270590137387,0.672865426914617
-0.09195320137192863,0.5282943411317736
-0.33819722767471816,0.016596680663867228
-0.10454402764510508,0.48670265946810637
-0.12208155302910209,0.40251949610077986
-0.3462046038753186,0.01759648070385923
-0.006791551288280244,0.9596080783843232
0.06650376550187252,0.6452709458108379
0.13184735869665304,0.397120575884823
0.3138393729905008,0.020995800839832032
0.3674616538191141,0.022795440911817635
0.03677419281981106,0.8114377124575085
0.08220480842240796,0.5362927414517097
0.11049434376385307,0.519496100779844
-0.1074448185646168,0.46370725854829037
-0.15485887606287377,0.30353929214157166
0.014369603305921148,0.9182163567286543
0.15890489917927933,0.3157368526294741
0.046339552350925024,0.7398520295940811
0.06522662243132196,0.6406718656268746
0.1848779827927959,0.22695460907818435
0.32475082164415187,0.041391721655668866
-0.14281628673856697,0.3023395320935813
0.031816587887468724,0.8056388722255549
0.034334151030273555,0.7760447910417917
0.013472586710554593,0.9384123175364927
-0.04362657095563118,0.7764447110577885
-0.05958824082513676,0.7260547890421916
-0.10340373300502138,0.5006998600279944
-0.14140814143203315,0.33553289342131576
0.044549874005919504,0.7394521095780844
-0.10901263414569662,0.47290541891621674
0.0750272736732843,0.6256748650269947
-0.32076329153268257,0.03479304139172166
-0.0830463196745973,0.5548890221955609
-0.022789185616235937,0.8800239952009599
-0.04870729230792645,0.7360527894421116
-0.0857241261071765,0.5210957808438312
0.1571962975876894,0.3099380123975205
0.06631626034777653,0.6572685462907418
-0.06755825594723412,0.6000799840031994
0.12418710618237863,0.3755248950209958
-0.11034781746447721,0.5132973405318936
0.07341735494691459,0.6096780643871226
0.05375030042240451,0.7304539092181563
-0.2068265831074242,0.127374525094981
0.10270239672609732,0.4267146570685863
0.03355389901963285,0.8112377524495101
-0.1178268964030766,0.3899220155968806
-0.07642724147381333,0.629874025194961
0.090485591867272,0.6008798240351929
-0.13305654532155162,0.36532693461307736
0.17945399614640145,0.2881423715256949
0.09597571202115197,0.45970805838832235
0.09153443649837559,0.5456908618276345
-0.21519257524576446,0.07938412317536493
0.30233413622236754,0.1347730453909218
-0.13035225844551118,0.40471905618876225
-0.07636670530211473,0.6020795840831834
-0.008742697112828358,0.9468106378724255
-0.0835402782802041,0.4511097780443911
-0.1108029138286544,0.4647070585882823
0.0686131107915257,0.637872425514897
-0.017775142981573167,0.8864227154569086
0.04729257786000222,0.7406518696260748
-0.005393957121364718,0.9708058388322336
0.10758271287456031,0.4311137772445511
-0.08100933141289186,0.5156968606278745
