,mean,p
0,1.0618411560515173,0.008998200359928014
1,2.0132750195142877,0.001799640071985603
2,0.03921800178209624,0.8082383523295341
3,0.42686073513810746,0.27034593081383723
4,0.5399817417438986,0.15436912617476506
5,1.3023024150873432,0.002999400119976005
6,0.7861918895987141,0.14237152569486103
7,0.2645352994954803,0.5226954609078185
8,0.6556778069843222,0.1295740851829634
9,0.8675498615600803,0.04579084183163367
10,0.16620634372916604,0.6466706658668266
11,0.5314987150960151,0.10797840431913618
12,0.5279147531632923,0.054789042191561686
13,0.23858129485229473,0.6412717456508699
14,0.6551567569425877,0.11497700459908018
15,0.3383801215302203,0.29934013197360526
16,0.3849081330816485,0.28394321135772843
17,0.7503430435350439,0.08998200359928014
18,0.4642744457562765,0.26394721055788845
19,0.6548487211554097,0.11937612477504499
20,0.7296200478197357,0.05018996200759848
21,0.44678172099175517,0.21975604879024196
22,0.48501217521918355,0.2479504099180164
23,0.887386310901487,0.0653869226154769
24,0.7264376941005097,0.1275744851029794
25,0.8056516523224604,0.0687862427514497
26,1.3520317969435407,0.01219756048790242
27,0.4450918532692797,0.1905618876224755
28,0.8598495459115576,0.038792241551689664
29,0.30064876894726184,0.5586882623475304
30,0.11939328612042943,0.7544491101779645
31,1.2799478439947127,0.039192161567686463
32,0.28135905584932785,0.3633273345330934
33,0.13699276520043732,0.7204559088182364
34,0.7233055219777261,0.11097780443911218
35,0.7946677973818457,0.03179364127174565
36,0.3999237157427562,0.3447310537892421
37,0.06127296141827241,0.8164367126574685
38,0.7151392127573221,0.041591681663667265
39,0.0003678044259213142,1.0
40,0.4119636515759849,0.34253149370125974
41,0.3428428359967227,0.5262947410517896
42,0.2767892271612578,0.40331933613277343
43,-0.0966903883982697,0.8842231553689263
44,0.24322117663259069,0.5478904219156169
45,0.5953944071816603,0.1855628874225155
46,0.6290690853229877,0.14737052589482103
47,0.5583291166420125,0.2375524895020996
48,0.6164182486238008,0.16616676664667065
49,0.1076055055824177,0.8562287542491501
50,0.8110257590703724,0.006998600279944011
51,0.4894131965506777,0.28434313137372524
52,0.33774695518781356,0.4165166966606679
53,0.687323963423553,0.04439112177564487
54,-0.07445439079763568,0.8492301539692062
55,0.4702537110939412,0.1277744451109778
56,0.07573231922383464,0.8518296340731853
57,0.4978877753807665,0.26654669066186765
58,0.3769419921792582,0.3695260947810438
59,0.12788243980807418,0.6136772645470906
60,0.4133879505285706,0.44571085782843434
61,0.24807429764796587,0.5108978204359128
62,-0.021968917459269703,0.9100179964007199
63,0.6400736319135849,0.1791641671665667
64,0.20378845439054089,0.7238552289542092
65,0.12741048469808114,0.7974405118976204
66,-0.14158018868279204,0.7496500699860028
67,0.6209562079205937,0.07638472305538892
68,0.6469667162823218,0.1739652069586083
69,0.12957733926861054,0.6934613077384523
70,0.16516729536702796,0.5724855028994201
71,-0.06598597001259746,0.8438312337532493
72,0.4231764321622359,0.3929214157168566
73,0.009401971160810573,0.973005398920216
74,-0.15259412822195725,0.7086582683463307
75,0.046587586538854114,0.8762247550489902
76,0.21099951432270858,0.612877424515097
77,0.3464410410446589,0.41031793641271747
78,-0.18044384785529796,0.45710857828434315
79,0.5568056939310007,0.23815236952609478
80,0.04077531220029986,0.9182163567286543
81,0.31077733354244497,0.375124975004999
82,0.5651317961173425,0.1867626474705059
83,-0.04683762039000577,0.8164367126574685
84,0.472287612931248,0.33913217356528697
85,0.17091249914151524,0.7450509898020395
86,0.2676510817154846,0.22915416916616677
87,0.708251975504938,0.09098180363927215
88,0.7980485203529092,0.06718656268746251
89,0.9665342320163566,0.009198160367926415
90,1.0368289143811513,0.052589482103579284
91,1.123711096323261,0.01279744051189762
92,-0.11735305691510908,0.6782643471305739
93,0.21037743071619266,0.5804839032193562
94,0.19176892476508964,0.45290941811637675
95,0.7711440285530196,0.07918416316736653
96,0.743236639103446,0.055188962207558485
97,1.0965768496219783,0.03819236152769446
98,0.3429975313242137,0.2741451709658068
99,-0.3853768106171927,0.3909218156368726
100,0.06102035201555696,0.8268346330733853
101,0.33677810120567864,0.26814637072585484
102,0.3600424833504232,0.47070585882823435
103,0.4846706585065618,0.2923415316936613
104,0.35586560712380305,0.16376724655068986
105,0.3937159792178272,0.264747050589882
106,1.2376136314840362,0.005198960207958408
107,0.8195159383297324,0.009598080383923215
108,0.24646768166016,0.3827234553089382
109,0.517877676801399,0.35632873425314937
110,0.8291539712865076,0.10097980403919216
111,0.3617983345339158,0.34753049390121976
112,0.7618845222888033,0.1249750049990002
113,0.5520191406980787,0.1739652069586083
114,0.5314778716436529,0.24315136972605478
