asl-lex_weighted_Z,asl-lex_weighted_p
-0.2503392976394506,0.09258148370325935
0.13094680895499347,0.3577284543091382
0.09990105767977006,0.5398920215956808
0.32580978382638515,0.02559488102379524
-0.14071435845280783,0.41271745650869823
0.03630447301512583,0.8440311937612478
0.14463620358799378,0.3655268946210758
0.46978227757913055,0.011597680463907219
0.09400789189114261,0.5824835032993402
0.1742601817689154,0.3395320935812837
0.30587058177150583,0.0623875224955009
0.3190035904501716,0.09978004399120176
-0.07006215524927617,0.671865626874625
0.4477213091548541,0.007398520295940812
0.1922054986935216,0.3323335332933413
0.1320050969781395,0.4269146170765847
0.21110882679047496,0.14297140571885622
0.03985601927366392,0.7812437512497501
0.7763883179471178,0.0001999600079984003
0.20640697390887297,0.1941611677664467
0.2155231421383125,0.129374125174965
0.3619968154113614,0.038592281543691265
0.17260551115150513,0.2953409318136373
-0.04567846212272706,0.707258548290342
0.6606150924382563,0.0007998400319936012
0.4005662195565991,0.014597080583883223
-0.016190760903377704,0.9252149570085982
0.3158279353056208,0.03079384123175365
0.22889088748720782,0.22335532893421317
0.46279578333999594,0.013997200559888023
0.4645212687520493,0.0057988402319536095
0.20474927879364335,0.26814637072585484
0.48528225072600684,0.0027994401119776045
0.20974868255347925,0.22655468906218756
0.04580125535023757,0.8092381523695261
0.0009224349640971852,0.996000799840032
0.1539393955368497,0.3375324935012997
0.38767724826857264,0.04499100179964007
0.03435221818209513,0.8446310737852429
0.11747593924146234,0.46070785842831435
0.1467026218484962,0.4479104179164167
-0.06647201088217312,0.6690661867626475
0.06937321387287065,0.6318736252749451
0.31628542835852064,0.08018396320735853
0.330807787104811,0.021395720855828835
0.12239434518566039,0.49090181963607277
-0.09922284788515642,0.5374925014997001
0.2289808484221533,0.1977604479104179
-0.1752820898607676,0.3099380123975205
0.14691163459038908,0.41711657668466307
0.029444260021234042,0.8482303539292142
-0.18959062697783277,0.22655468906218756
0.14922378312435206,0.45150969806038793
0.10016377633083946,0.5900819836032793
0.03438949727144682,0.8390321935612878
-0.007608244051658985,0.9636072785442912
-0.2718534791064313,0.04399120175964807
0.2608461635182289,0.041991601679664065
-0.02896147978412984,0.8694261147770446
0.07239201467277905,0.6412717456508699
0.04570567107070409,0.7986402719456108
0.2703906014889246,0.21135772845430914
0.09295549193237235,0.6242751449710058
0.06598280087298708,0.7178564287142571
-0.06671808056139031,0.6716656668666267
0.09459840002510955,0.598880223955209
0.25136927344852583,0.13377324535092983
0.12048368233373066,0.498500299940012
0.19182905897011482,0.260747850429914
0.13658051138119998,0.33293341331733656
0.3431944491435742,0.08918216356728655
0.3774002934039865,0.04319136172765447
0.14722189302747493,0.379124175164967
0.11366961014619825,0.528494301139772
0.1962310727366255,0.3105378924215157
0.34459324264098895,0.05578884223155369
0.25339206522720914,0.21215756848630274
-0.07959257850293026,0.6624675064987002
0.30526620043259617,0.09578084383123375
-0.03666351965557132,0.8080383923215357
0.11637241206794631,0.5192961407718456
0.08105474677969282,0.6092781443711258
0.1591209426552594,0.35652869426114775
-0.11622870827671024,0.5280943811237753
-0.12031504534472774,0.4405118976204759
0.25122293999422424,0.125374925014997
-0.3029562102315697,0.038792241551689664
0.17920388208939925,0.3039392121575685
0.6883144597632862,0.0009998000399920016
0.5411424613545732,0.008198360327934412
0.08574661427417238,0.6076784643071386
0.1599881221900994,0.3025394921015797
0.11095503952718899,0.47190561887622473
0.4946113396293125,0.002599480103979204
0.17823895909660792,0.235752849430114
0.18135880624721426,0.2927414517096581
0.2192650754974951,0.21675664867026595
0.05269020497008683,0.7038592281543691
-0.019735158456989744,0.9050189962007599
0.05639829307046016,0.7494501099780044
0.18684321175705834,0.3041391721655669
0.2590994175634003,0.09138172365526895
-0.09678079972679374,0.6038792241551689
-0.004126085547696579,0.981003799240152
0.18307934905503592,0.33413317336532694
-0.0812032983108026,0.6082783443311338
0.15973963011204423,0.38192361527694463
0.06350927727936054,0.7038592281543691
0.02066318702951585,0.9202159568086383
0.03986405754488422,0.8170365926814637
0.06477091911944917,0.7440511897620475
0.10279763071752179,0.5266946610677864
0.05518607148303541,0.7224555088982204
0.052366392544011674,0.7848430313937212
-0.0009845474653496001,0.9922015596880623
0.08582814981308982,0.5964807038592281
0.21538217157431672,0.1993601279744051
0.20279497962338597,0.2383523295340932
-0.07978041682639436,0.642871425714857
0.26875839576724714,0.09618076384723055
-0.012837571149941707,0.9374125174965007
-0.10639075189628493,0.5130973805238952
-0.06560406384639972,0.6464707058588283
-0.06045020046532397,0.7374525094981004
0.023594219601204797,0.8878224355128974
-0.1554916396295133,0.29934013197360526
-0.030780873412640887,0.8338332333533294
0.1608890650810981,0.33713257348530296
0.12126857058565288,0.48530293941211755
0.2766126420391098,0.09378124375124974
0.0191622595829646,0.907618476304739
-0.007908535634253621,0.9600079984003199
0.3606086381791173,0.029394121175764846
0.2450867867895231,0.22335532893421317
0.04414108618782128,0.7742451509698061
-0.10826235808623849,0.4813037392521496
0.274336211336479,0.11817636472705459
-0.1466878313207951,0.34553089382123575
-0.1233302249759752,0.4839032193561288
-0.020815825905187234,0.9192161567686463
0.051936407170738566,0.7914417116576684
-0.10170735251088243,0.4839032193561288
0.04017308169126915,0.8000399920015997
-0.31672265535503297,0.04519096180763847
-0.07264921067173982,0.6926614677064588
-0.10093981028786261,0.53249350129974
-0.10998856514256268,0.5420915816836632
-0.11890327182151332,0.4953009398120376
-0.09577470618354063,0.4941011797640472
-0.12346722611398073,0.47730453909218157
-0.06094354462435018,0.7146570685862828
0.017347383254586953,0.903619276144771
-0.08825001701567774,0.5630873825234953
-0.006846189942238649,0.9608078384323135
0.11518321752926242,0.48150369926014797
0.3552358846544549,0.027794441111777646
0.28573818490843605,0.08838232353529295
0.23200369310887173,0.19556088782243553
0.15947591207968048,0.3151369726054789
0.28848808525721725,0.03799240151969606
0.036449772674727265,0.7958408318336333
0.2732972223667215,0.09818036392721456
0.04577369943655749,0.767246550689862
0.0808665475510953,0.6280743851229754
0.053937492992123824,0.7316536692661467
-0.14651783137850546,0.3167366526694661
0.20715443891983337,0.22235552889422117
0.003082121681520433,0.9824035192961408
0.1081091677657342,0.5330933813237353
