word2vec_Z,word2vec_p
0.16900541796786683,0.3749250149970006
0.505481049967184,0.011197760447910418
0.2874110913918762,0.1305738852229554
0.2401604116857195,0.22995400919816036
0.42976410437523027,0.022395520895820836
-0.06695341127662743,0.6884623075384922
0.30191118752778867,0.05458908218356329
0.47563062823127084,0.0061987602479504095
0.2203749700810274,0.1877624475104979
0.10253868881855598,0.5008998200359928
0.2566667858012828,0.1225754849030194
0.11455632916154224,0.47310537892421517
-0.13844827645719396,0.40251949610077986
0.13762400660245316,0.4231153769246151
0.12216905858170328,0.4997000599880024
0.07937360983474487,0.6762647470505899
0.27633361521388466,0.07498500299940011
0.36896597072883885,0.05638872225554889
0.035840735094586,0.8310337932413517
0.4690641467692382,0.041391721655668866
0.32960755167710154,0.05158968206358728
0.0003070852833553628,0.9984003199360127
0.2687569036195933,0.10197960407918416
0.6522518087694966,0.0007998400319936012
0.05347625266095973,0.8090381923615277
0.03318294305000558,0.8492301539692062
0.7695170636983817,0.0001999600079984003
0.3627346714086397,0.04919016196760648
0.19838200697144934,0.2751449710057988
0.2124537758814978,0.3039392121575685
0.11568937002293532,0.5328934213157368
0.10641977240294397,0.555488902219556
0.4253855238069322,0.01219756048790242
0.5912749145180684,0.0009998000399920016
0.422201680913044,0.027994401119776045
0.3048384895874134,0.1235752849430114
0.3192374461246182,0.08318336332733453
0.2719353089309994,0.11997600479904019
0.33658198632795255,0.07458508298340331
0.08486510780121577,0.6154769046190762
0.09287494686397854,0.5830833833233353
0.24488743341698466,0.16216756648670266
0.05645359898430872,0.7510497900419916
-0.021105721276417543,0.8878224355128974
-0.020301891980881708,0.8920215956808638
0.15001982071334755,0.3165366926614677
0.027668100660053385,0.8698260347930414
0.035233258858310475,0.8402319536092782
0.2912162908938701,0.10797840431913618
0.21141307177787635,0.22255548890221954
0.12310663412083796,0.4433113377324535
0.16362820328451413,0.3929214157168566
0.26969122740990614,0.15996800639872025
0.14157000643516177,0.33713257348530296
0.4172651722017985,0.0619876024795041
0.2517305806051783,0.09378124375124974
0.0025795220476934333,0.9876024795040992
0.22283219592141598,0.1933613277344531
0.3251818774772754,0.052789442111577684
