word2vec_weighted_Z,word2vec_weighted_p
0.04036402144471438,0.8142371525694861
0.07388888386039316,0.7370525894821036
0.18627813543620322,0.2521495700859828
-0.1694135556274742,0.3069386122775445
-0.18938800521475646,0.22115576884623075
-0.05506701583826756,0.7064587082583483
0.06488064706807019,0.7168566286742651
-0.11217915182007568,0.5634873025394921
-0.3005442655642202,0.041391721655668866
-0.1345634080328118,0.4233153369326135
-0.1809770447773812,0.24875024995001
-0.1188297020762493,0.46010797840431916
-0.08282489988288735,0.6736652669466107
-0.3809317811699313,0.009998000399920015
-0.24150403310464882,0.1227754449110178
-0.14245007514836275,0.371125774845031
-0.10193709611958948,0.5712857428514297
-0.20807729680902814,0.08138372325534893
-0.28732456648077837,0.10277944411117776
-0.25586282621533335,0.15296940611877624
0.15401459542804313,0.41731653669266144
-0.1265657329979523,0.4963007398520296
-0.08299203822055626,0.7120575884823035
0.18676635662932053,0.3515296940611878
-0.31416826958185184,0.033193361327734455
-0.20874122669728096,0.1925614877024595
-0.04322674317663697,0.8208358328334333
-0.15338255557875283,0.3665266946610678
-0.013397342104722387,0.9552089582083584
-0.27124546744915146,0.09718056388722256
-0.038594298803210046,0.828634273145371
0.1596096809891375,0.23055388922215556
-0.19788522836985525,0.26774645070985803
-0.009891923588852113,0.9568086382723455
-0.01040562323995065,0.946010797840432
0.09894723084452224,0.6172765446910617
-0.05183094301044368,0.7842431513697261
0.19366133060014296,0.34973005398920215
0.2583702320147737,0.20675864827034593
-0.29833718442838075,0.10557888422315537
-0.36809412529373275,0.020195960807838434
-0.16595707506175353,0.353129374125175
0.02022788024681933,0.9120175964807039
-0.35120666551049606,0.023195360927814438
-0.38565623875836635,0.030393921215756847
-0.16720050260241776,0.3707258548290342
-0.10932375207161434,0.4699060187962408
-0.4305195915019029,0.003799240151969606
0.2351002604259554,0.1791641671665667
-0.015994844188938272,0.9128174365126974
-0.22350862593886736,0.16196760647870426
-0.016142825097157053,0.9250149970005999
-0.49445106263829164,0.013197360527894421
-0.10912509659662839,0.5758848230353929
0.054979297950182526,0.7216556688662268
0.329525716131708,0.11157768446310738
0.07728886469512981,0.6984603079384123
0.09498860462429078,0.5386922615476905
-0.22093896910858185,0.23715256948610278
-0.43795747051570844,0.01999600079984003
-0.3303805278697748,0.07778444311137772
-0.2754321351402599,0.14697060587882424
-0.03293891046160911,0.8580283943211358
-0.11488032601956691,0.4977004599080184
0.07708321722016456,0.6970605878824235
-0.5365144799238065,0.0005998800239952009
-0.29746626665797604,0.07298540291941612
-0.03843762792582248,0.8374325134973005
-0.3548718315531877,0.020195960807838434
0.021562249550057578,0.8988202359528095
-0.25207270015623684,0.18136372725454908
-0.2507930772378172,0.14677064587082583
-0.2911434417334987,0.04599080183963208
-0.21110584657820813,0.2439512097580484
-0.2911905766705248,0.14597080583883223
-0.6584034026449517,0.0005998800239952009
-0.19435546575011722,0.32533493301339733
-0.14939302012969996,0.4351129774045191
-0.18028538536825242,0.3767246550689862
-0.32514513723052085,0.07178564287142572
-0.18878656695396978,0.3083383323335333
-0.16409752792232496,0.39392121575684863
-0.21311483288368677,0.2653469306138772
0.11172016967429635,0.5600879824035193
0.01005699924129449,0.9568086382723455
-0.2454177150835694,0.18056388722255548
0.04255009021815868,0.8264347130573885
-0.12344283628019381,0.47110577884423116
-0.3863844334378107,0.03679264147170566
-0.15019675794735954,0.40331933613277343
0.0726344772286005,0.6700659868026395
-0.03838227079254612,0.8280343931213757
0.014641888645436307,0.9466106778644271
-0.28190513143183904,0.09658068386322735
-0.09794874989347536,0.5970805838832234
0.05718912203297279,0.7468506298740252
-0.14820858720541427,0.3061387722455509
-0.09632665156107692,0.6556688662267547
-0.3159273370345791,0.10377924415116976
-0.16580943716393448,0.378124375124975
-0.36393639101903374,0.0613877224555089
-0.3969939725382359,0.022395520895820836
-0.31800073023550657,0.0691861627674465
-0.3438082086201752,0.049590081983603276
-0.2787034737259665,0.15736852629474105
0.037367104784523694,0.8302339532093581
-0.1360263938886615,0.4549090181963607
0.002666293462301761,0.9902019596080783
-0.4319159540011028,0.01919616076784643
0.19165616411032277,0.2897420515896821
0.0534288039859125,0.7596480703859229
0.004926054357918508,0.9808038392321535
-0.4117034526400179,0.03779244151169766
-0.16751406516466244,0.4403119376124775
0.015539523084853391,0.9246150769846031
0.07330725014863215,0.6874625074985004
0.041017022284017046,0.8070385922815437
-0.4183556013948702,0.01279744051189762
-0.10376788061962416,0.5296940611877624
-0.40843733034766955,0.009598080383923215
-0.17663466257239768,0.28014397120575885
0.16058722637172038,0.41811637672465507
-0.1521659823258731,0.3945210957808438
-0.18375773544818802,0.3275344931013797
