word2vec_weighted_Z,word2vec_weighted_p
0.18533047002312972,0.3137372525494901
0.378662496581804,0.05558888222355529
0.06366880205378546,0.6726654669066187
0.03186046016391615,0.8278344331133773
0.09021280634325729,0.5620875824835033
0.24547660944720984,0.16396720655868827
0.3380366358524334,0.05418916216756649
-0.11964507406595029,0.4901019796040792
0.16609781322681944,0.27134573085382924
0.18568173256368492,0.26134773045390924
-0.22184153961633726,0.17816436712657469
-0.03818759466061154,0.8044391121775645
0.01987252283732585,0.8948210357928414
-0.009115642585496598,0.9526094781043791
0.23940770514275705,0.12077584483103379
0.19452210230261407,0.2591481703659268
0.07496305217123954,0.6386722655468906
0.21141711438534616,0.21115776844631073
-0.2606103945292623,0.14337132573485303
0.055920784317013805,0.7006598680263947
0.18194440439538412,0.2585482903419316
-0.23640656952347988,0.15336932613477305
0.09329678349176763,0.5636872625474905
0.24757494626825502,0.1267746450709858
-0.012481365441344691,0.9362127574485103
-0.23605689541014677,0.23655268946210758
0.29435080421775783,0.14577084583083383
-0.04527009687984118,0.7788442311537692
0.04012567867795958,0.8016396720655868
0.018476871096519503,0.9290141971605679
-0.019883011417278156,0.8990201959608078
0.48956865553615364,0.004399120175964807
0.14556732769651304,0.3773245350929814
-0.02830635636095815,0.8520295940811837
0.1487747523834949,0.40211957608478305
0.3276154298651984,0.0669866026794641
0.11619058205670992,0.5172965406918616
0.15420493342777475,0.3859228154369126
0.314709099419689,0.09258148370325935
0.0823981072644333,0.6036792641471705
-0.03691398971149808,0.8128374325134973
0.17129453141302403,0.3129374125174965
-0.10539348962011076,0.4903019396120776
0.08731606150657317,0.6232753449310138
0.13606333400069712,0.2971405718856229
0.13770439146692512,0.42031593681263746
0.26456070042903695,0.10157968406318736
0.36171630399380417,0.027394521095780843
0.2452025700820461,0.17356528694261147
-0.025227789208270072,0.8852229554089183
0.07696417861544821,0.6302739452109578
-0.1268081243026058,0.47650469906018794
0.09232209494716717,0.5512897420515896
0.21566841798919728,0.1833633273345331
0.056804711399184755,0.7198560287942412
